lat,lng,alt,date,device,os,version,bgid
42.37151336669922,-71.02333068847656,5.149326324462891,2017-02-23 22:06:56,"iPhone8,2",10.2,1.1,None
42.36215591430664,-71.01892852783203,8.140852928161621,2017-02-23 22:13:20,"iPhone8,2",10.2,1.1,None
42.366615295410156,-71.01741790771484,8.016528129577637,2017-02-23 22:17:36,"iPhone8,2",10.2,1.1,None
42.37101745605469,-71.00721740722656,8.434538841247559,2017-02-24 00:38:24,"iPhone8,2",10.2,1.1,None
40.661537170410156,-73.8334732055664,-2.564453125,2017-02-24 01:29:36,"iPhone8,2",10.2,1.1,360810884008
40.692386627197266,-73.9872055053711,58.3721809387207,2017-02-24 01:46:40,"iPhone8,2",10.2,1.1,360470011001
40.68387985229492,-73.97860717773438,28.512563705444336,2017-02-24 01:59:28,"iPhone8,2",10.2,1.1,360470129011
40.66714096069336,-73.99154663085938,24.49860382080078,2017-02-24 02:05:52,"iPhone8,2",10.2,1.1,360470117002
40.67653274536133,-73.99877166748047,30.925090789794922,2017-02-24 14:11:12,"iPhone8,2",10.2,1.1,360470065006
40.683990478515625,-73.99520874023438,25.755107879638672,2017-02-24 14:21:52,"iPhone8,2",10.2,1.1,360470067001
40.67951965332031,-73.99727630615234,28.93868064880371,2017-02-24 16:00:00,"iPhone8,2",10.2,1.1,360470065003
40.686763763427734,-73.99052429199219,33,2017-02-24 16:38:24,"iPhone8,2",10.2,1.1,360470043004
40.679752349853516,-73.99533081054688,23.947370529174805,2017-02-24 16:49:04,"iPhone8,2",10.2,1.1,360470077004
40.6656494140625,-73.99246215820312,30.18706703186035,2017-02-24 17:01:52,"iPhone8,2",10.2,1.1,360470141002
40.67382049560547,-73.99877166748047,17.770767211914062,2017-02-25 14:02:40,"iPhone8,2",10.2,1.1,360470077003
40.684173583984375,-73.99504089355469,27.003604888916016,2017-02-25 14:09:04,"iPhone8,2",10.2,1.1,360470067001
40.686912536621094,-73.99034118652344,26.234344482421875,2017-02-25 15:42:56,"iPhone8,2",10.2,1.1,360470043003
40.685211181640625,-73.98484802246094,21.0130615234375,2017-02-25 15:49:20,"iPhone8,2",10.2,1.1,360470041003
40.68193817138672,-73.97815704345703,33,2017-02-25 15:57:52,"iPhone8,2",10.2,1.1,360470129011
40.6776237487793,-73.9831771850586,27.110872268676758,2017-02-25 16:29:52,"iPhone8,2",10.2,1.1,360470119003
40.67134094238281,-73.98793029785156,24.596399307250977,2017-02-25 16:42:40,"iPhone8,2",10.2,1.1,360470121001
40.66703414916992,-73.99156188964844,23.51919174194336,2017-02-25 16:51:12,"iPhone8,2",10.2,1.1,360470117002
40.6567497253418,-74.0053939819336,23.54386329650879,2017-02-25 20:13:52,"iPhone8,2",10.2,1.1,360470018001
40.65720748901367,-74.00814056396484,16,2017-02-25 20:45:52,"iPhone8,2",10.2,1.1,360470018001
40.66830062866211,-73.99819946289062,16,2017-02-25 20:54:24,"iPhone8,2",10.2,1.1,360470018001
40.65700149536133,-74.00852966308594,11.754959106445312,2017-02-25 20:58:40,"iPhone8,2",10.2,1.1,360470018001
40.65351867675781,-74.00447082519531,15.949786186218262,2017-02-25 21:13:36,"iPhone8,2",10.2,1.1,360470084001
40.66039276123047,-73.99788665771484,17.54659652709961,2017-02-25 22:13:20,"iPhone8,2",10.2,1.1,360470101001
40.670066833496094,-73.98902893066406,23.740554809570312,2017-02-25 22:17:36,"iPhone8,2",10.2,1.1,360470121002
40.67288589477539,-73.99403381347656,29.22628402709961,2017-02-25 22:24:00,"iPhone8,2",10.2,1.1,360470119001
40.68067169189453,-73.99462890625,24.580923080444336,2017-02-25 22:28:16,"iPhone8,2",10.2,1.1,360470075005
40.67680358886719,-73.99859619140625,24.124326705932617,2017-02-26 00:02:08,"iPhone8,2",10.2,1.1,360470065006
40.66515350341797,-73.99351501464844,25.598596572875977,2017-02-26 00:06:24,"iPhone8,2",10.2,1.1,360470143001
40.66427993774414,-73.99153137207031,30.357006072998047,2017-02-26 02:29:20,"iPhone8,2",10.2,1.1,360470143001
40.66806411743164,-73.97738647460938,33,2017-02-27 00:42:40,"iPhone8,2",10.2,1.1,360470153001
40.66885757446289,-73.95088958740234,43.378570556640625,2017-02-27 00:49:04,"iPhone8,2",10.2,1.1,360470321001
40.66952133178711,-73.94279479980469,29.20069122314453,2017-02-27 00:51:12,"iPhone8,2",10.2,1.1,360470337003
40.66926956176758,-73.93834686279297,28.417430877685547,2017-02-27 00:51:12,"iPhone8,2",10.2,1.1,360470337001
40.669193267822266,-73.93622589111328,28.284881591796875,2017-02-27 00:51:12,"iPhone8,2",10.2,1.1,360470353002
40.70095443725586,-73.86602783203125,28,2017-02-27 01:04:00,"iPhone8,2",10.2,1.1,360810641021
40.72011947631836,-73.78214263916016,22.306455612182617,2017-02-27 01:08:16,"iPhone8,2",10.2,1.1,360810472002
40.73050308227539,-73.75414276123047,22,2017-02-27 01:14:40,"iPhone8,2",10.2,1.1,360811291022
40.74847412109375,-73.75907897949219,22,2017-02-27 04:01:04,"iPhone8,2",10.2,1.1,360811367004
40.72613525390625,-73.90287017822266,18.906713485717773,2017-02-27 04:07:28,"iPhone8,2",10.2,1.1,360810511001
40.68392562866211,-74.00000762939453,17.96422576904297,2017-02-27 04:18:08,"iPhone8,2",10.2,1.1,360470063001
40.66493225097656,-73.99563598632812,11.788679122924805,2017-02-27 04:28:48,"iPhone8,2",10.2,1.1,360470143002
40.67034149169922,-73.98856353759766,30.545839309692383,2017-02-27 12:48:00,"iPhone8,2",10.2,1.1,360470137003
40.68067169189453,-73.9945297241211,24.386085510253906,2017-02-27 12:54:24,"iPhone8,2",10.2,1.1,360470075004
40.68411636352539,-73.99512481689453,30.529743194580078,2017-02-27 13:07:12,"iPhone8,2",10.2,1.1,360470067001
40.67904281616211,-73.99750518798828,27.59164047241211,2017-02-27 14:28:16,"iPhone8,2",10.2,1.1,360470065004
40.676300048828125,-73.9988021850586,23.24557113647461,2017-02-27 14:41:04,"iPhone8,2",10.2,1.1,360470077003
40.67292785644531,-73.99422454833984,28.435319900512695,2017-02-27 19:50:24,"iPhone8,2",10.2,1.1,360470119001
40.67041015625,-73.98815155029297,27.441396713256836,2017-02-27 19:58:56,"iPhone8,2",10.2,1.1,360470137003
40.664642333984375,-73.9901123046875,36.487430572509766,2017-02-27 20:07:28,"iPhone8,2",10.2,1.1,360470141002
40.67012405395508,-73.98900604248047,25.987560272216797,2017-02-28 11:39:44,"iPhone8,2",10.2,1.1,360470121002
40.670989990234375,-74.00247192382812,106.5657958984375,2017-02-28 17:29:36,"iPhone8,2",10.2,1.1,360470053001
40.6650276184082,-73.99121856689453,169.6053466796875,2017-02-28 21:20:00,"iPhone8,2",10.2,1.1,360470141002
40.670631408691406,-74.0016860961914,29.726552963256836,2017-03-01 14:51:44,"iPhone8,2",10.2,1.1,360470053001
40.6643180847168,-73.9915542602539,29.372737884521484,2017-03-01 15:02:24,"iPhone8,2",10.2,1.1,360470143001
40.670650482177734,-74.00154876708984,29.15301513671875,2017-03-02 00:38:24,"iPhone8,2",10.2,1.1,360470053001
40.66425323486328,-73.99169158935547,31.504257202148438,2017-03-02 00:53:20,"iPhone8,2",10.2,1.1,360470143001
40.67670822143555,-74.00115203857422,15.7242431640625,2017-03-02 09:48:48,"iPhone8,2",10.2,1.1,360470065007
40.72595977783203,-73.93193817138672,18.09592628479004,2017-03-02 09:57:20,"iPhone8,2",10.2,1.1,360470449004
40.7681884765625,-73.86761474609375,25.0423583984375,2017-03-02 10:05:52,"iPhone8,2",10.2,1.1,360810357003
40.77252197265625,-73.86418151855469,5.350965976715088,2017-03-02 10:59:12,"iPhone8,2",10.2,1.1,360810331001
40.826637268066406,-73.82093811035156,16.99127769470215,2017-03-02 11:07:44,"iPhone8,2",10.2,1.1,360050162001
42.36219787597656,-71.01834869384766,7.850889205932617,2017-03-02 11:52:32,"iPhone8,2",10.2,1.1,None
42.36888122558594,-71.01969909667969,9.064276695251465,2017-03-02 11:58:56,"iPhone8,2",10.2,1.1,None
42.35141372680664,-71.03730773925781,9.290050506591797,2017-03-02 12:03:12,"iPhone8,2",10.2,1.1,None
42.35261154174805,-71.05518341064453,6.998317241668701,2017-03-02 12:16:00,"iPhone8,2",10.2,1.1,None
42.36260986328125,-71.08599853515625,9,2017-03-02 12:26:40,"iPhone8,2",10.2,1.1,None
42.36209487915039,-71.07853698730469,5.005898475646973,2017-03-02 23:47:12,"iPhone8,2",10.2,1.1,None
42.33539581298828,-71.05789947509766,16.74840545654297,2017-03-02 23:57:52,"iPhone8,2",10.2,1.1,None
42.296173095703125,-71.05182647705078,20.743446350097656,2017-03-03 00:04:16,"iPhone8,2",10.2,1.1,None
42.26716995239258,-71.02152252197266,8.461286544799805,2017-03-03 00:10:40,"iPhone8,2",10.2,1.1,None
42.25193786621094,-71.00448608398438,9.03428840637207,2017-03-03 00:14:56,"iPhone8,2",10.2,1.1,None
42.25177001953125,-71.00471496582031,9,2017-03-03 00:21:20,"iPhone8,2",10.2,1.1,None
42.24715042114258,-71.00106811523438,19.502490997314453,2017-03-03 00:32:00,"iPhone8,2",10.2,1.1,None
42.22859191894531,-70.9704360961914,19.99163055419922,2017-03-03 00:40:32,"iPhone8,2",10.2,1.1,None
42.217926025390625,-70.92638397216797,22,2017-03-03 00:49:04,"iPhone8,2",10.2,1.1,None
42.21501541137695,-70.91969299316406,19,2017-03-03 12:39:28,"iPhone8,2",10.2,1.1,None
42.202301025390625,-70.94410705566406,19,2017-03-03 12:45:52,"iPhone8,2",10.2,1.1,None
42.235679626464844,-71.00724792480469,40.42283248901367,2017-03-03 12:56:32,"iPhone8,2",10.2,1.1,None
42.24066925048828,-71.00482940673828,18.41889190673828,2017-03-03 13:07:12,"iPhone8,2",10.2,1.1,None
42.2646598815918,-71.01847076416016,8.952445983886719,2017-03-03 13:11:28,"iPhone8,2",10.2,1.1,None
42.28383255004883,-71.03787231445312,8.48719596862793,2017-03-03 13:15:44,"iPhone8,2",10.2,1.1,None
42.31346893310547,-71.0519790649414,6.589419364929199,2017-03-03 13:22:08,"iPhone8,2",10.2,1.1,None
42.32389450073242,-71.05509185791016,6.963170051574707,2017-03-03 13:26:24,"iPhone8,2",10.2,1.1,None
42.34324645996094,-71.05860137939453,6.963170051574707,2017-03-03 13:34:56,"iPhone8,2",10.2,1.1,None
42.35462188720703,-71.05965423583984,8.780244827270508,2017-03-03 13:41:20,"iPhone8,2",10.2,1.1,None
42.351078033447266,-71.08916473388672,8.780244827270508,2017-03-03 13:52:00,"iPhone8,2",10.2,1.1,None
42.36075973510742,-71.08731079101562,7.3393330574035645,2017-03-03 14:00:32,"iPhone8,2",10.2,1.1,None
42.360904693603516,-71.08721923828125,8.014935493469238,2017-03-03 21:28:32,"iPhone8,2",10.2,1.1,None
42.36202621459961,-71.08112335205078,6.5416131019592285,2017-03-03 22:32:32,"iPhone8,2",10.2,1.1,None
42.353092193603516,-71.06458282470703,7.153839588165283,2017-03-03 22:47:28,"iPhone8,2",10.2,1.1,None
42.35248565673828,-71.07179260253906,9,2017-03-03 22:53:52,"iPhone8,2",10.2,1.1,None
42.35311508178711,-71.06460571289062,8.72416877746582,2017-03-04 00:21:20,"iPhone8,2",10.2,1.1,None
42.3322868347168,-71.05683135986328,8.62118911743164,2017-03-04 00:32:00,"iPhone8,2",10.2,1.1,None
42.317264556884766,-71.05213165283203,8.818400382995605,2017-03-04 00:36:16,"iPhone8,2",10.2,1.1,None
42.275177001953125,-71.0304183959961,5.062531471252441,2017-03-04 00:44:48,"iPhone8,2",10.2,1.1,None
42.25038528442383,-71.00479888916016,12.412062644958496,2017-03-04 00:49:04,"iPhone8,2",10.2,1.1,None
42.23311233520508,-71.00740051269531,19.547924041748047,2017-03-04 00:55:28,"iPhone8,2",10.2,1.1,None
42.221229553222656,-71.00191497802734,35.00020217895508,2017-03-04 00:59:44,"iPhone8,2",10.2,1.1,None
42.178993225097656,-70.9087905883789,47,2017-03-04 01:08:16,"iPhone8,2",10.2,1.1,None
42.2158088684082,-70.92259979248047,46.95344924926758,2017-03-04 01:36:00,"iPhone8,2",10.2,1.1,None
42.21589279174805,-70.93009185791016,19,2017-03-04 01:44:32,"iPhone8,2",10.2,1.1,None
42.217437744140625,-70.93614196777344,19,2017-03-04 15:04:32,"iPhone8,2",10.2,1.1,None
42.19955825805664,-70.9549560546875,48.92558288574219,2017-03-04 15:13:04,"iPhone8,2",10.2,1.1,None
42.23369598388672,-71.00724792480469,29.159942626953125,2017-03-04 15:28:00,"iPhone8,2",10.2,1.1,None
42.3616943359375,-71.07312774658203,4.280660629272461,2017-03-04 16:10:40,"iPhone8,2",10.2,1.1,None
42.36088180541992,-71.0872573852539,8.176074981689453,2017-03-04 16:19:12,"iPhone8,2",10.2,1.1,None
42.36198043823242,-71.081298828125,7.293676376342773,2017-03-04 20:16:00,"iPhone8,2",10.2,1.1,None
42.35883331298828,-71.06414031982422,16.858734130859375,2017-03-04 20:26:40,"iPhone8,2",10.2,1.1,None
42.35197448730469,-71.07273864746094,8.714920997619629,2017-03-04 20:30:56,"iPhone8,2",10.2,1.1,None
42.356231689453125,-71.0625228881836,16.855575561523438,2017-03-04 22:00:32,"iPhone8,2",10.2,1.1,None
42.33150863647461,-71.05687713623047,8.027188301086426,2017-03-04 22:17:36,"iPhone8,2",10.2,1.1,None
42.30463790893555,-71.04773712158203,8.335325241088867,2017-03-04 22:28:16,"iPhone8,2",10.2,1.1,None
42.2493782043457,-71.01478576660156,6.792848110198975,2017-03-04 22:36:48,"iPhone8,2",10.2,1.1,None
42.23331069946289,-71.01080322265625,24.705291748046875,2017-03-04 22:43:12,"iPhone8,2",10.2,1.1,None
42.19267272949219,-70.95658111572266,47.79119110107422,2017-03-04 22:47:28,"iPhone8,2",10.2,1.1,None
42.216678619384766,-70.94131469726562,48.371028900146484,2017-03-04 22:58:08,"iPhone8,2",10.2,1.1,None
42.21599578857422,-70.92980194091797,25.939563751220703,2017-03-04 23:06:40,"iPhone8,2",10.2,1.1,None
42.21579360961914,-70.93013000488281,29.15458869934082,2017-03-04 23:45:04,"iPhone8,2",10.2,1.1,None
42.1994514465332,-70.95492553710938,47.677738189697266,2017-03-05 12:41:36,"iPhone8,2",10.2,1.1,None
42.20804214477539,-70.99288940429688,34.63406753540039,2017-03-05 12:50:08,"iPhone8,2",10.2,1.1,None
42.29043960571289,-71.04903411865234,27.44746971130371,2017-03-05 12:56:32,"iPhone8,2",10.2,1.1,None
42.321128845214844,-71.0550765991211,9.385231018066406,2017-03-05 13:07:12,"iPhone8,2",10.2,1.1,None
42.365238189697266,-71.0722427368164,8.029475212097168,2017-03-05 13:22:08,"iPhone8,2",10.2,1.1,None
42.352935791015625,-71.08946990966797,8.693377494812012,2017-03-05 13:26:24,"iPhone8,2",10.2,1.1,None
42.361000061035156,-71.08716583251953,8.990925788879395,2017-03-05 13:41:20,"iPhone8,2",10.2,1.1,None
42.351036071777344,-71.09003448486328,8.922645568847656,2017-03-05 21:09:20,"iPhone8,2",10.2,1.1,None
42.36088943481445,-71.08720397949219,8.593502044677734,2017-03-05 22:02:40,"iPhone8,2",10.2,1.1,None
42.36225891113281,-71.08473205566406,4.751461029052734,2017-03-05 22:17:36,"iPhone8,2",10.2,1.1,None
42.353965759277344,-71.07174682617188,9,2017-03-05 22:21:52,"iPhone8,2",10.2,1.1,None
42.32535171508789,-71.05690002441406,9,2017-03-05 22:30:24,"iPhone8,2",10.2,1.1,None
42.278350830078125,-71.02967834472656,6.825461387634277,2017-03-05 22:41:04,"iPhone8,2",10.2,1.1,None
42.21579360961914,-70.93059539794922,29.49580192565918,2017-03-05 23:15:12,"iPhone8,2",10.2,1.1,None
42.21403121948242,-70.94002532958984,19,2017-03-06 10:40:00,"iPhone8,2",10.2,1.1,None
42.35173416137695,-71.07076263427734,9,2017-03-06 11:39:44,"iPhone8,2",10.2,1.1,None
42.35636520385742,-71.06249237060547,16.63166046142578,2017-03-06 12:54:24,"iPhone8,2",10.2,1.1,None
42.362403869628906,-71.08602905273438,6.01023530960083,2017-03-06 13:00:48,"iPhone8,2",10.2,1.1,None
42.36299514770508,-71.09219360351562,9,2017-03-06 14:43:12,"iPhone8,2",10.2,1.1,None
42.362335205078125,-71.086181640625,9,2017-03-06 15:55:44,"iPhone8,2",10.2,1.1,None
42.353214263916016,-71.08943939208984,7.575074672698975,2017-03-06 18:12:16,"iPhone8,2",10.2,1.1,None
42.36090850830078,-71.08721923828125,9,2017-03-06 18:18:40,"iPhone8,2",10.2,1.1,None
42.361732482910156,-71.07644653320312,5.870499134063721,2017-03-07 01:06:08,"iPhone8,2",10.2,1.1,None
42.35436248779297,-71.05943298339844,8.551761627197266,2017-03-07 01:10:24,"iPhone8,2",10.2,1.1,None
42.33012390136719,-71.05722045898438,7.13529109954834,2017-03-07 01:18:56,"iPhone8,2",10.2,1.1,None
42.31241989135742,-71.05223846435547,7.030557632446289,2017-03-07 01:25:20,"iPhone8,2",10.2,1.1,None
42.276283264160156,-71.03028869628906,5.959635257720947,2017-03-07 01:29:36,"iPhone8,2",10.2,1.1,None
42.257774353027344,-71.01094055175781,7.106380939483643,2017-03-07 01:36:00,"iPhone8,2",10.2,1.1,None
42.23589324951172,-71.00797271728516,30,2017-03-07 01:40:16,"iPhone8,2",10.2,1.1,None
42.20901107788086,-70.98493957519531,30,2017-03-07 01:48:48,"iPhone8,2",10.2,1.1,None
42.21577072143555,-70.93081665039062,30.553680419921875,2017-03-07 01:57:20,"iPhone8,2",10.2,1.1,None
42.217655181884766,-70.93850708007812,19,2017-03-07 10:40:00,"iPhone8,2",10.2,1.1,None
42.21048355102539,-70.96980285644531,19,2017-03-07 10:52:48,"iPhone8,2",10.2,1.1,None
42.24081039428711,-71.00455474853516,28.982709884643555,2017-03-07 10:59:12,"iPhone8,2",10.2,1.1,None
42.26530456542969,-71.01876068115234,9.711807250976562,2017-03-07 11:05:36,"iPhone8,2",10.2,1.1,None
42.286407470703125,-71.04063415527344,4.928503513336182,2017-03-07 11:09:52,"iPhone8,2",10.2,1.1,None
42.30085754394531,-71.05491638183594,7.663970947265625,2017-03-07 11:14:08,"iPhone8,2",10.2,1.1,None
42.34283447265625,-71.05860900878906,7.005802154541016,2017-03-07 11:22:40,"iPhone8,2",10.2,1.1,None
42.35116195678711,-71.07034301757812,16.210403442382812,2017-03-07 11:33:20,"iPhone8,2",10.2,1.1,None
42.353084564208984,-71.0645980834961,8.211100578308105,2017-03-07 13:00:48,"iPhone8,2",10.2,1.1,None
42.360782623291016,-71.07202911376953,4.443763732910156,2017-03-07 13:11:28,"iPhone8,2",10.2,1.1,None
42.362510681152344,-71.08486938476562,8.456666946411133,2017-03-07 13:17:52,"iPhone8,2",10.2,1.1,None
42.359249114990234,-71.0929946899414,8.867766380310059,2017-03-07 14:53:52,"iPhone8,2",10.2,1.1,None
42.361778259277344,-71.08721160888672,9,2017-03-07 15:19:28,"iPhone8,2",10.2,1.1,None
42.361961364746094,-71.07926177978516,5.812206745147705,2017-03-07 23:47:12,"iPhone8,2",10.2,1.1,None
42.34535217285156,-71.06055450439453,4.072171211242676,2017-03-07 23:53:36,"iPhone8,2",10.2,1.1,None
42.331817626953125,-71.05644226074219,6.964545249938965,2017-03-08 00:00:00,"iPhone8,2",10.2,1.1,None
42.2772216796875,-71.03155517578125,6.007899284362793,2017-03-08 00:08:32,"iPhone8,2",10.2,1.1,None
42.23967742919922,-71.00543975830078,30,2017-03-08 00:19:12,"iPhone8,2",10.2,1.1,None
42.232032775878906,-71.00797271728516,21.9804630279541,2017-03-08 00:23:28,"iPhone8,2",10.2,1.1,None
42.19385528564453,-70.95369720458984,46.771095275878906,2017-03-08 00:29:52,"iPhone8,2",10.2,1.1,None
42.21025466918945,-70.94104766845703,19.920269012451172,2017-03-08 00:36:16,"iPhone8,2",10.2,1.1,None
42.21615219116211,-70.92898559570312,25.3116455078125,2017-03-08 00:44:48,"iPhone8,2",10.2,1.1,None
42.21760177612305,-70.93692016601562,19,2017-03-08 12:01:04,"iPhone8,2",10.2,1.1,None
42.19951248168945,-70.95552062988281,43.3463020324707,2017-03-08 12:09:36,"iPhone8,2",10.2,1.1,None
42.22348403930664,-71.00435638427734,48.97316360473633,2017-03-08 12:20:16,"iPhone8,2",10.2,1.1,None
42.2366828918457,-71.0085220336914,48.97316360473633,2017-03-08 12:26:40,"iPhone8,2",10.2,1.1,None
42.24393081665039,-71.00588989257812,21.510068893432617,2017-03-08 12:30:56,"iPhone8,2",10.2,1.1,None
42.271488189697266,-71.02356719970703,9.349847793579102,2017-03-08 12:37:20,"iPhone8,2",10.2,1.1,None
42.284793853759766,-71.03886413574219,5.143992900848389,2017-03-08 12:41:36,"iPhone8,2",10.2,1.1,None
42.31694793701172,-71.0542984008789,7.442139625549316,2017-03-08 12:48:00,"iPhone8,2",10.2,1.1,None
42.33999252319336,-71.05815887451172,5.0834269523620605,2017-03-08 12:54:24,"iPhone8,2",10.2,1.1,None
42.35657501220703,-71.06446838378906,7.987460136413574,2017-03-08 12:58:40,"iPhone8,2",10.2,1.1,None
42.36582946777344,-71.09465026855469,16.56934356689453,2017-03-08 13:05:04,"iPhone8,2",10.2,1.1,None
42.352989196777344,-71.089599609375,10.023091316223145,2017-03-08 13:13:36,"iPhone8,2",10.2,1.1,None
42.3608512878418,-71.08726501464844,8.8845853805542,2017-03-08 13:20:00,"iPhone8,2",10.2,1.1,None
42.36094284057617,-71.08719635009766,9.1566801071167,2017-03-08 15:25:52,"iPhone8,2",10.2,1.1,None
42.36431121826172,-71.0830307006836,8.329343795776367,2017-03-08 18:35:44,"iPhone8,2",10.2,1.1,None
42.35285568237305,-71.08918762207031,8.387238502502441,2017-03-08 18:57:04,"iPhone8,2",10.2,1.1,None
42.3609619140625,-71.08720397949219,9.304677963256836,2017-03-08 19:01:20,"iPhone8,2",10.2,1.1,None
42.3620719909668,-71.07892608642578,5.004426956176758,2017-03-08 21:56:16,"iPhone8,2",10.2,1.1,None
42.35466384887695,-71.06632995605469,6.6806769371032715,2017-03-08 22:09:04,"iPhone8,2",10.2,1.1,None
42.35232162475586,-71.05519104003906,6.000351428985596,2017-03-08 22:15:28,"iPhone8,2",10.2,1.1,None
42.31966018676758,-71.05269622802734,6.000025272369385,2017-03-08 22:26:08,"iPhone8,2",10.2,1.1,None
42.29447555541992,-71.03875732421875,7.995284080505371,2017-03-08 22:38:56,"iPhone8,2",10.2,1.1,None
42.23271560668945,-71.00698852539062,28.003646850585938,2017-03-08 22:47:28,"iPhone8,2",10.2,1.1,None
42.22711181640625,-71.0076904296875,28.188385009765625,2017-03-08 22:58:08,"iPhone8,2",10.2,1.1,None
42.200862884521484,-70.97579193115234,32.008155822753906,2017-03-08 23:02:24,"iPhone8,2",10.2,1.1,None
42.19172286987305,-70.94768524169922,28.35902976989746,2017-03-08 23:06:40,"iPhone8,2",10.2,1.1,None
42.18779373168945,-70.93623352050781,24.885082244873047,2017-03-08 23:13:04,"iPhone8,2",10.2,1.1,None
42.18239212036133,-70.92137145996094,43.18587875366211,2017-03-08 23:17:20,"iPhone8,2",10.2,1.1,None
42.17295455932617,-70.88488006591797,47.26210021972656,2017-03-08 23:21:36,"iPhone8,2",10.2,1.1,None
42.19171142578125,-70.9054946899414,47.4548454284668,2017-03-09 00:44:48,"iPhone8,2",10.2,1.1,None
42.21598815917969,-70.92601776123047,19,2017-03-09 00:51:12,"iPhone8,2",10.2,1.1,None
42.216819763183594,-70.9383316040039,25.980741500854492,2017-03-09 03:35:28,"iPhone8,2",10.2,1.1,None
42.21578598022461,-70.93026733398438,27.741504669189453,2017-03-09 03:50:24,"iPhone8,2",10.2,1.1,None
42.21756362915039,-70.9370346069336,19.016542434692383,2017-03-09 11:44:00,"iPhone8,2",10.2,1.1,None
42.19954299926758,-70.95535278320312,44.235164642333984,2017-03-09 11:50:24,"iPhone8,2",10.2,1.1,None
42.232749938964844,-71.00657653808594,30,2017-03-09 12:03:12,"iPhone8,2",10.2,1.1,None
42.240760803222656,-71.00504302978516,30,2017-03-09 12:13:52,"iPhone8,2",10.2,1.1,None
42.26912307739258,-71.02429962158203,9.463314056396484,2017-03-09 12:22:24,"iPhone8,2",10.2,1.1,None
42.310794830322266,-71.05225372314453,9.463314056396484,2017-03-09 12:28:48,"iPhone8,2",10.2,1.1,None
42.341529846191406,-71.05831146240234,6.004076957702637,2017-03-09 12:37:20,"iPhone8,2",10.2,1.1,None
42.36077117919922,-71.07299041748047,6.004076957702637,2017-03-09 12:45:52,"iPhone8,2",10.2,1.1,None
42.35136795043945,-71.08951568603516,6.004076957702637,2017-03-09 12:52:16,"iPhone8,2",10.2,1.1,None
42.360816955566406,-71.08727264404297,8.544373512268066,2017-03-09 13:00:48,"iPhone8,2",10.2,1.1,None
42.36086654663086,-71.08724212646484,8.743398666381836,2017-03-09 14:36:48,"iPhone8,2",10.2,1.1,None
42.36201095581055,-71.07964324951172,5.85557222366333,2017-03-09 20:01:04,"iPhone8,2",10.2,1.1,None
42.35478591918945,-71.05973815917969,7.975578308105469,2017-03-09 20:07:28,"iPhone8,2",10.2,1.1,None
42.33186340332031,-71.05659484863281,6.447319507598877,2017-03-09 20:13:52,"iPhone8,2",10.2,1.1,None
42.28783416748047,-71.04156494140625,9,2017-03-09 20:20:16,"iPhone8,2",10.2,1.1,None
42.251258850097656,-71.00443267822266,8.817254066467285,2017-03-09 20:26:40,"iPhone8,2",10.2,1.1,None
42.23334503173828,-71.00833892822266,19.41922950744629,2017-03-09 20:33:04,"iPhone8,2",10.2,1.1,None
42.21672439575195,-70.98294830322266,28.604854583740234,2017-03-09 20:48:00,"iPhone8,2",10.2,1.1,None
42.217105865478516,-70.94087219238281,28.174808502197266,2017-03-09 20:58:40,"iPhone8,2",10.2,1.1,None
42.21333312988281,-70.96143341064453,22.051334381103516,2017-03-09 21:09:20,"iPhone8,2",10.2,1.1,None
42.21864318847656,-71.03604888916016,22.051334381103516,2017-03-09 21:15:44,"iPhone8,2",10.2,1.1,None
42.2083740234375,-71.1010971069336,22.051334381103516,2017-03-09 21:22:08,"iPhone8,2",10.2,1.1,None
42.175315856933594,-71.16815185546875,23.023698806762695,2017-03-09 21:30:40,"iPhone8,2",10.2,1.1,None
42.154441833496094,-71.18202209472656,21.378189086914062,2017-03-09 21:41:20,"iPhone8,2",10.2,1.1,None
41.97990417480469,-71.3441162109375,21.378189086914062,2017-03-09 21:56:16,"iPhone8,2",10.2,1.1,None
41.834686279296875,-71.51099395751953,21.378189086914062,2017-03-09 22:02:40,"iPhone8,2",10.2,1.1,None
41.78986358642578,-71.50550842285156,21.378189086914062,2017-03-09 22:13:20,"iPhone8,2",10.2,1.1,None
41.69155502319336,-71.46627044677734,21.378189086914062,2017-03-09 22:21:52,"iPhone8,2",10.2,1.1,None
41.511207580566406,-71.70572662353516,89.1915054321289,2017-03-09 22:36:48,"iPhone8,2",10.2,1.1,None
41.44883346557617,-71.7878646850586,89.1915054321289,2017-03-09 22:43:12,"iPhone8,2",10.2,1.1,None
41.393611907958984,-71.86941528320312,89.1915054321289,2017-03-09 22:51:44,"iPhone8,2",10.2,1.1,None
41.3594856262207,-71.92433166503906,23.83366584777832,2017-03-09 22:58:08,"iPhone8,2",10.2,1.1,None
41.359527587890625,-71.95467376708984,23.83366584777832,2017-03-09 23:08:48,"iPhone8,2",10.2,1.1,None
41.35297775268555,-71.9722900390625,8.706891059875488,2017-03-09 23:19:28,"iPhone8,2",10.2,1.1,None
41.364627838134766,-72.09838104248047,25.132410049438477,2017-03-10 00:53:20,"iPhone8,2",10.2,1.1,None
41.364768981933594,-72.1492919921875,38.15180587768555,2017-03-10 01:06:08,"iPhone8,2",10.2,1.1,None
